ITS2 type profile		A4z	A4	B19-B19j	B5-B5ay	B2-B2e	B1	B5a	C1/C3-C1c-C1b-C1w	C1/C1c-C1al-C1b-C42.2	C1/C1c-C1al-C1b	C1/C1c-C3-C1al	C1-C1c-C3-C72k	C1-C1c-C72k-C1b	C1-C1b-C1c-C42.2-C1bh-C1br-C1cb-C3	C3-C1-C3y-C6a	C1/C1c-C1b-C72k-C42.2	C3-C3y-C6a	C3af-C3hq	C1-C1c-C1am-C1ao-C1an-C1b-C3cm	C1/C3/C1c-C1b	C1/C1c	C1/C3-C1c	C1/C3/C42.2-C1c-C1b	C1/C3-C1c-C1b-C42.2-C1bh-C1br	C1-C1c-C1b-C42.2-C3-C1br	C1/C3cm-C1c-C1am-C1ao-C1an	C15	C1-C1b-C1am-C1c	C1/C3-C1c-C1b-C42.2-C1bh	C1/C1b-C1u-C3	D1-D4-D1cl-D1ck-D4c-D1cm-D1c	D1-D4-D1cl-D4c-D1az-D1c	D1-D4-D4c-D1c-D2-D1k	D1-D4-D4c-D1c-D2	D1-D4-D1cl-D4c-D1az	D1-D4-D4c-D1h-D1c	D1/D4-D4c-D1c	D1-D4-D17d-D4c-D1r-D17e-D17c-D17j	D1-D4-D4c-D1az-D1hc-D1c	E1c
103760	O3E	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	5518.0	0	0	0	0	0	0	0	0	0	0	0	0	0	9000.0	0	0	0	0	0	0	0
103731	I3C	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2799.0	0	0	0	0	0	0	0	3864.0	0	0	0	0	0	0	0
131581	I3I4	0	0	0	0	0	0	0	0	27552.0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
131556	I3B8	0	0	0	0	0	0	0	0	12343.0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
131580	O2I9	0	0	0	0	0	0	0	0	18658.0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
131571	I3F1	0	0	0	0	0	0	0	0	23894.0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
131545	I3C3	0	0	0	0	0	0	0	0	28665.0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
131578	I3I10	0	0	0	0	0	0	0	0	11055.0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	309.0	0	0	0	0	0	0	0	0
131476	I3G2	0	0	0	0	0	0	0	0	3764.0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
131516	I3G1	0	0	0	0	0	0	0	0	2526.0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
131496	I3C5	0	0	0	0	0	0	0	0	4592.0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
131539	I3G4	0	0	0	0	0	0	0	0	11203.0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	637.0	0	0	0	0	0	0	0	0
131426	O2I3	0	0	0	0	0	0	0	0	1806.0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
131482	I3C4	0	0	0	0	0	0	0	0	1705.0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
131518	I3I2	0	0	0	0	0	0	0	0	4719.0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	312.0	0	0	0	0	0	0	0	0	0
131434	I3B1	0	0	0	0	0	0	0	0	11182.0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1050.0	0	0	0	0	0	0	0	0	0
131447	I3I3	0	0	0	0	0	0	0	0	1389.0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
131528	I3B3	0	0	0	0	0	0	0	0	7194.0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1583.0	0	0	0	0	0	0	0	0
131468	I3H3	0	0	0	0	0	0	0	0	3655.0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	655.0	0	0	0	0	0	0	0	0	0
131585	I2I3	0	0	0	0	0	0	0	0	13580.0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	3533.0	0	0	0	0	0	0	0	0
131470	O3G2	0	0	0	0	0	0	0	0	3526.0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	996.0	0	0	0	0	0	0	0	0	0
103737	I3I	0	0	0	0	0	0	0	0	7018.0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	6202.0	0	0	0	0	0	0	0
131517	I3A1	0	0	0	0	0	0	0	0	0	4794.0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
131515	I3A7	0	0	0	0	0	0	0	0	0	8261.0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
131522	negcontrol1	0	0	0	0	0	0	0	0	0	6723.0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
131573	I2A4	0	0	0	0	0	0	0	0	0	33276.0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
131542	O2I1	0	0	0	0	0	0	0	0	0	17515.0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
131586	I2F2	0	0	0	0	0	0	0	0	0	32460.0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
131612	ITS-neg-old	0	0	0	0	0	0	0	0	0	11516.0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
131561	I2F10	0	0	0	0	0	0	0	0	0	18043.0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
131584	I2A7	0	0	0	0	0	0	0	0	0	27697.0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
131595	I3A4	0	0	0	0	0	0	0	0	0	23012.0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	680.0	0	0	0	0	0	0	0	0
103729	I3A	0	0	0	0	0	0	0	0	0	6900.0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
131433	O2D3	0	0	0	0	0	0	0	0	0	10082.0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
131523	negcontrol2	0	0	0	0	0	0	0	0	0	1813.0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
103736	I3H	0	0	0	0	0	0	0	0	0	4063.0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1102.0	0	0	0	0	0	0	0
131527	I3H5	0	0	0	0	0	0	0	0	0	5978.0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1946.0	0	0	0	0	0	0	0	0
131499	O2G2	0	0	0	0	0	0	0	0	0	5409.0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1520.0	0	0	0	0	0	0	0	0	0
131520	O3B1	0	0	0	0	0	0	0	0	0	3501.0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1631.0	0	0	0	0	0	0	0	0
131526	I3E3	0	0	0	0	0	0	0	0	0	3688.0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2264.0	0	0	0	0	0	0	0	0
131551	I4I4	0	0	0	0	0	0	0	0	0	0	11945.0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
131438	I2A1	0	0	0	0	0	0	0	0	0	0	9856.0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
131492	I2F4	0	0	0	0	0	0	0	0	0	0	8936.0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
131567	I4B3	0	0	0	0	0	0	0	0	0	0	15548.0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
131519	I4B4	0	0	0	0	0	0	0	0	0	0	1794.0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
131504	O2I4	0	0	0	0	0	0	0	0	0	0	8228.0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	155.0	0	0	0	0	0	0	0	0
131436	I2C4	0	0	0	0	0	0	0	0	0	0	11709.0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
131534	I4I1	0	0	0	0	0	0	0	0	0	0	12612.0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	535.0	0	0	0	0	0	0	0	0
131428	I3H8	0	0	0	0	0	0	0	0	0	0	2457.0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	223.0	0	0	0	0	0	0	0	0	0
131514	O4F3	0	0	0	0	0	0	0	0	0	0	910.0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	321.0	0	0	0	0	0	0	0	0	0
131473	I2E4	0	0	0	0	0	0	0	0	0	0	200.0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	12.0	0	0	0	0	0	0	0	0	0	0	0	0	0
131555	I2D1	0	0	0	0	0	0	0	0	0	0	0	34372.0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
131560	I2A3	0	0	0	0	0	0	0	0	0	0	0	22791.0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
131472	I4I7	0	0	0	0	0	0	0	0	0	0	0	10456.0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
131566	I2C2	0	0	0	0	0	0	0	0	0	0	0	13649.0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
131448	I2B4	0	0	0	0	0	0	0	0	0	0	0	4233.0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
131493	I4D9	0	0	0	0	0	0	0	0	0	0	0	4899.0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
131463	I2I7	0	0	0	0	0	0	0	0	0	0	0	2932.0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
131483	I4H3	0	0	0	0	0	0	0	0	0	0	0	3684.0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
131443	I4I2	0	0	0	0	0	0	0	0	0	0	0	3054.0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
131601	O2C1	0	0	0	0	0	0	0	0	0	0	0	8193.0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	7245.0	0	0	0	0	0	0	0	0
131592	O2E2	0	0	0	0	0	0	0	0	0	0	0	0	21782.0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
131547	I4A2	0	0	0	0	0	0	0	0	0	0	0	0	27915.0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
131548	I2A2	0	0	0	0	0	0	0	0	0	0	0	0	30384.0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
131587	O2B2	0	0	0	0	0	0	0	0	0	0	0	0	25190.0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
131594	I2G11	0	0	0	0	0	0	0	0	0	0	0	0	13291.0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
131589	I2B8	0	0	0	0	0	0	0	0	0	0	0	0	27635.0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
131607	I2F1	0	0	0	0	0	0	0	0	0	0	0	0	17556.0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
131559	I2A12	0	0	0	0	0	0	0	0	0	0	0	0	19654.0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
131572	O2A9	0	0	0	0	0	0	0	0	0	0	0	0	23931.0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
131598	I2G5	0	0	0	0	0	0	0	0	0	0	0	0	47404.0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	480.0
131546	I2B2	0	0	0	0	0	0	0	0	0	0	0	0	12974.0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
103720	I2A	0	0	0	0	0	0	0	0	0	0	0	0	7835.0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
131588	I2G2	0	0	0	0	0	0	0	0	0	0	0	0	20307.0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1198.0	0	0	0	0	0	0	0	0
131606	O3G1	0	0	0	0	0	0	0	0	0	0	0	0	0	23244.0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
131602	O3G7	0	0	0	0	0	0	0	0	0	0	0	0	0	34684.0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
131525	O3H2	0	0	0	0	0	0	0	0	0	0	0	0	0	18914.0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	202.0	0	0	0	0	0	0	0	0
131563	O3H3	0	0	268.0	0	0	0	0	0	0	0	0	0	0	15441.0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	361.0	0	0	0	0	0	0	0	0
131479	O3H7	0	0	0	0	0	0	0	0	0	0	0	0	0	4223.0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
103724	I2E	252.0	0	0	0	0	0	0	0	0	0	0	0	0	10951.0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
131484	I2E3	0	0	0	0	0	0	0	0	0	0	0	0	0	2669.0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
131550	O3G8	0	0	0	0	0	0	0	0	0	0	0	0	0	27617.0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2594.0	0	0	0	0	0	0	0	0
131445	I3F4	0	0	0	0	0	0	0	0	0	0	0	0	0	2980.0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
131537	O3H1	0	0	0	0	0	0	0	0	0	0	0	0	0	3202.0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	278.0	0
131500	I3F3	0	0	0	0	0	0	0	0	0	0	0	0	0	2211.0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	635.0	0	0	0	0	0	0	0	0	0
131449	O4C2	0	0	0	0	0	0	0	0	0	0	0	0	0	4068.0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1639.0	0	0	0	0	0	0	0	0	0
131552	I4F4	0	0	0	0	0	0	0	0	0	0	0	0	0	0	26207.0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
103745	I4H	0	0	0	0	0	0	0	0	0	0	0	0	0	0	11165.0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
131564	I4B1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	29357.0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
131532	I4H4	0	0	0	0	0	0	0	0	0	0	0	0	0	0	18476.0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
131557	I4G4	0	0	0	293.0	0	0	0	0	0	0	0	0	0	0	13554.0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
131480	I4C4	0	0	0	0	0	0	0	0	0	0	0	0	0	0	4690.0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
103740	I4C	0	0	0	0	0	0	0	0	0	0	0	0	0	0	9124.0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
131451	I2C1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	9011.0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
131457	I2C3	0	0	0	0	0	0	0	0	0	0	0	0	0	0	5424.0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
131489	I2D3	0	0	354.0	0	0	0	0	0	0	0	0	0	0	0	7289.0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
131505	I4G2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1756.0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	283.0	0	0	0	0	0	0	0	0	0
103752	O2F	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	6339.0	0	0	0	0	0	0
103727	I2H	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	6206.0	0	0	0	0	0	0
103733	I3E	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	4981.0	0	0	0	0	0	0
103770	O4F	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	7634.0	0	0	0	0	0	0
103734	I3F	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	8600.0	0	0	0	0	0	0
103753	O2G	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	3806.0	0	0	0	0	0	0
103767	O4C	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	3783.0	0	0	0	0	0	0
103771	O4G	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	6749.0	0	0	0	0	0	0
103772	O4H	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	171.0	0	0	0	0	0	4589.0	0	0	0	0	0	0
131477	I4A4	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2673.0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
103748	O2B	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	6883.0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
131541	I4D4	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	5935.0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
131462	I2I4	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	5280.0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	229.0	0	0	0	0	0	0	0	0	0
103738	I4A	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	10094.0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1470.0	0	0
103728	I2I	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	3143.0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	624.0	0	0	0	0	0	0
131600	O2A11	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	19954.0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	4142.0	0	0	0	0	0	0	0	0
131591	I4F2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	16832.0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
131458	I2I10	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	6401.0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
103743	I4F	0	0	0	120.0	0	0	14.0	0	0	0	0	0	0	0	0	0	7027.0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
131446	I4C2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	4470.0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
131429	I4G9	0	0	0	226.0	0	0	0	0	0	0	0	0	0	0	0	0	5663.0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
131583	I4G3	0	0	0	609.0	0	0	0	0	0	0	0	0	0	0	0	0	10607.0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
103744	I4G	0	0	0	715.0	0	0	0	0	0	0	0	0	0	0	0	0	11978.0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
131611	O2E3	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	29840.0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
131501	O2E8	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	6541.0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
131570	O2E4	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	18233.0	0	0	2483.0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
131615	Alexa2	0	0	0	0	69369.0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
131614	Alexa1	0	0	0	0	136276.0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
131613	ITS-neg-new	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	39.0	0	0	172.0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
131508	I2E2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	3946.0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
131608	MA2	0	0	0	0	0	10429.0	0	0	0	0	229.0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
131609	ME1	0	0	0	0	0	7004.0	0	0	0	0	0	403.0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1948.0	0	0	0	0	0	0	0	0
131604	I2E7	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	39287.0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
131481	O3E3	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	3461.0	0	0	0	0	0	0	285.0	0	0	0	0	0	0	0	0	0
103768	O4D	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2486.0	0	0	0	0
131444	I3G3	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2861.0	0	869.0	0	0	0	0	0	0	0	0	0
103735	I3G	0	3445.0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	348.0	0	0	0
103751	O2E	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1392.0	0	0	0	0	0	0	0	0	0	0	0	5259.0	0	0	0	0	0	0	0	0	0	0
131503	I3H2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Sequence accession / SymPortal UID		29923	29206	37844-51610	29665-37591	21914-1463664	4946	37517	2-308-32-4-833	2-308-828-4-1	2-308-828-4	2-308-32-828	2-308-32-835	2-308-835-4	2-308-4-1-831-32-848-832	32-2-2414-4676	2-308-835-4-1	32-2414-4676	44088-44089	2-308-1103-4-1112-1123-1108	2-308-32-4	2-308	2-308-32	2-32-308-4-1	2-308-4-32-1-831-848	2-308-4-32-1-848	2-308-1123-1112-1103-1108	517	2-1103-308-4	2-308-4-32-1-831	2-6276-32-4	853-854-2589-43424-1730-25502-2308	853-854-2589-1730-104615-2308	853-854-1730-2308-855-12730	853-854-1730-2308-855	853-854-2589-1730-104615	853-854-1730-2308-1752	853-854-1730-2308	853-854-1730-944-2582-1759-2587-1768	853-854-104615-1730-2308-12504	54555
